FOLIO,full_address,zip_code,n_roof_permits,last_roof_permit_date,LastRoofYear,roof_age,roof_confidence,n_violations,has_unsafe_viol,n_roof_contractors_zip
3049110171180,"1277 SW 131 PLACE CIR W, UNINCORPORATED COUNTY, FL 33184",33184.0,1.0,2025-04-29 00:00:00+00:00,2025.0,1.0,0.9,,0,2.0
3031020140610,"1130 NW 91 ST, UNINCORPORATED COUNTY, FL 33150",33150.0,1.0,2024-10-23 00:00:00+00:00,2024.0,2.0,0.9,2.0,0,8.0
3020110220930,"7678 NW 180 ST, UNINCORPORATED COUNTY, FL 33015",33015.0,1.0,2024-05-28 00:00:00+00:00,2024.0,2.0,0.9,,0,17.0
3021060340820,"18893 NW 52 CT, UNINCORPORATED COUNTY, FL 33055",33055.0,1.0,2025-03-19 00:00:00+00:00,2025.0,1.0,0.9,,0,9.0
3049260490450,"6541 SW 132 COURT CIR, UNINCORPORATED COUNTY, FL 33183",33183.0,1.0,2025-10-30 00:00:00+00:00,2025.0,1.0,0.9,,0,11.0
3050050110490,"10221 SW 102 TER, UNINCORPORATED COUNTY, FL 33176",33176.0,1.0,2024-04-29 00:00:00+00:00,2024.0,2.0,0.9,,0,19.0
3021350300660,"11545 NW 17 AVE, UNINCORPORATED COUNTY, FL 33167",33167.0,1.0,2024-05-24 00:00:00+00:00,2024.0,2.0,0.9,,0,1.0
3059270170900,"15825 SW 144 CT, UNINCORPORATED COUNTY, FL 33177",33177.0,1.0,2025-08-12 00:00:00+00:00,2025.0,1.0,0.9,,0,12.0
3059120081240,"11981 SW 118 ST, UNINCORPORATED COUNTY, FL 33186",33186.0,1.0,2024-03-31 00:00:00+00:00,2024.0,2.0,0.9,,0,22.0
3049340010220,"8215 SW 140 AVE, UNINCORPORATED COUNTY, FL 33183",33183.0,1.0,2024-05-17 00:00:00+00:00,2024.0,2.0,0.9,1.0,0,11.0
3068290000062,"22000 SW 258 ST, UNINCORPORATED COUNTY, FL 33031",33031.0,1.0,2025-02-05 00:00:00+00:00,2025.0,1.0,0.9,,0,3.0
3040230060350,"6705 SW 53 ST, UNINCORPORATED COUNTY, FL 33155",33155.0,1.0,2024-09-21 00:00:00+00:00,2024.0,2.0,0.9,,0,24.0
3040180400080,"2905 SW 108 PL, UNINCORPORATED COUNTY, FL 33165",33165.0,1.0,2024-06-11 00:00:00+00:00,2024.0,2.0,0.9,,0,18.0
3022040182120,"1911 NE 188 ST, UNINCORPORATED COUNTY, FL 33179",33179.0,1.0,2025-01-10 00:00:00+00:00,2025.0,1.0,0.9,,0,9.0
3059280110320,"16139 SW 155 CT, UNINCORPORATED COUNTY, FL 33187",33187.0,1.0,2025-07-03 00:00:00+00:00,2025.0,1.0,0.9,,0,15.0
3059340240190,"13900 SW 172 LN, UNINCORPORATED COUNTY, FL 33177",33177.0,1.0,2024-10-28 00:00:00+00:00,2024.0,2.0,0.9,,0,12.0
3020040030320,"8911 NW 193 ST, UNINCORPORATED COUNTY, FL 33018",33018.0,1.0,2024-04-25 00:00:00+00:00,2024.0,2.0,0.9,,0,15.0
3012310050380,"20344 NE 6 PL, UNINCORPORATED COUNTY, FL 33179",33179.0,1.0,2025-04-10 00:00:00+00:00,2025.0,1.0,0.9,,0,9.0
3059090030040,"11027 SW 147 CT, UNINCORPORATED COUNTY, FL 33196",33196.0,1.0,2024-04-04 00:00:00+00:00,2024.0,2.0,0.9,,0,17.0
3049240012280,"12430 SW 51 ST, UNINCORPORATED COUNTY, FL 33175",33175.0,1.0,2025-07-22 00:00:00+00:00,2025.0,1.0,0.9,,0,9.0
3049350022080,"7880 SW 127 DR, UNINCORPORATED COUNTY, FL 33183",33183.0,1.0,2025-03-31 00:00:00+00:00,2025.0,1.0,0.9,,0,11.0
3050300110590,"11011 SW 162 TER, UNINCORPORATED COUNTY, FL 33157",33157.0,1.0,2023-12-05 00:00:00+00:00,2023.0,3.0,0.9,2.0,0,21.0
3021270341450,"12372 NW 24 PL, UNINCORPORATED COUNTY, FL 33167",33167.0,1.0,2024-06-05 00:00:00+00:00,2024.0,2.0,0.9,,0,1.0
3069310040530,"26650 SW 173 CT, UNINCORPORATED COUNTY, FL 33031",33031.0,1.0,2025-02-06 00:00:00+00:00,2025.0,1.0,0.9,,0,3.0
3040340250910,"8633 SW 79 PL, UNINCORPORATED COUNTY, FL 33143",33143.0,1.0,2024-02-27 00:00:00+00:00,2024.0,2.0,0.9,,0,4.0
3040130190900,"6371 SW 39 ST, UNINCORPORATED COUNTY, FL 33155",33155.0,1.0,2024-06-21 00:00:00+00:00,2024.0,2.0,0.9,,0,24.0
3021070033460,"4960 NW 178 TER, UNINCORPORATED COUNTY, FL 33055",33055.0,1.0,2024-07-01 00:00:00+00:00,2024.0,2.0,0.9,,0,9.0
3079030240530,"14151 SW 291 TER, UNINCORPORATED COUNTY, FL 33033",33033.0,1.0,2024-05-06 00:00:00+00:00,2024.0,2.0,0.9,,0,10.0
3060190114150,"10752 SW 243 ST, UNINCORPORATED COUNTY, FL 33032",33032.0,1.0,2025-04-15 00:00:00+00:00,2025.0,1.0,0.9,,0,8.0
3049340110410,"14510 SW 77 ST, UNINCORPORATED COUNTY, FL 33183",33183.0,1.0,2024-10-23 00:00:00+00:00,2024.0,2.0,0.9,,0,11.0
3059120010200,"10520 SW 123 AVE, UNINCORPORATED COUNTY, FL 33186",33186.0,1.0,2024-03-25 00:00:00+00:00,2024.0,2.0,0.9,,0,22.0
3021060320620,"5320 NW 190 ST, UNINCORPORATED COUNTY, FL 33055",33055.0,1.0,2024-03-20 00:00:00+00:00,2024.0,2.0,0.9,,0,9.0
3021230080120,"1141 NW 136 ST, UNINCORPORATED COUNTY, FL 33168",33168.0,1.0,2025-08-26 00:00:00+00:00,2025.0,1.0,0.9,,0,14.0
3079030011220,"14481 SW 291 ST, UNINCORPORATED COUNTY, FL 33033",33033.0,1.0,2025-09-18 00:00:00+00:00,2025.0,1.0,0.9,,0,10.0
3040290240030,"10621 SW 66 TER, UNINCORPORATED COUNTY, FL 33173",33173.0,4.0,2025-04-09 00:00:00+00:00,2025.0,1.0,0.9,,0,4.0
3031090062370,"3030 NW 84 TER, UNINCORPORATED COUNTY, FL 33147",33147.0,1.0,2024-07-22 00:00:00+00:00,2024.0,2.0,0.9,,0,4.0
3012310270010,"451 NE 210 TER, UNINCORPORATED COUNTY, FL 33179",33179.0,1.0,2025-05-05 00:00:00+00:00,2025.0,1.0,0.9,,0,9.0
3059110230050,"11104 SW 136 CT, UNINCORPORATED COUNTY, FL 33186",33186.0,1.0,2023-12-28 00:00:00+00:00,2023.0,3.0,0.9,,0,22.0
3031030060210,"2475 NW 87 ST, UNINCORPORATED COUNTY, FL 33147",33147.0,1.0,2024-01-30 00:00:00+00:00,2024.0,2.0,0.9,,0,4.0
3040170320190,"3420 SW 105 CT, UNINCORPORATED COUNTY, FL 33165",33165.0,1.0,2025-05-30 00:00:00+00:00,2025.0,1.0,0.9,,0,18.0
3059120150460,"11954 SW 122 CT, UNINCORPORATED COUNTY, FL 33186",33186.0,1.0,2024-10-21 00:00:00+00:00,2024.0,2.0,0.9,,0,22.0
3020030390020,"7970 NW 186 TER, UNINCORPORATED COUNTY, FL 33015",33015.0,1.0,2024-06-28 00:00:00+00:00,2024.0,2.0,0.9,,0,17.0
3059040010600,"8950 SW 150 COURT CIR W, UNINCORPORATED COUNTY, FL 33196",33196.0,1.0,2024-05-22 00:00:00+00:00,2024.0,2.0,0.9,,0,17.0
3049140020194,"13425 SW 38 ST, UNINCORPORATED COUNTY, FL 33175",33175.0,1.0,2024-04-03 00:00:00+00:00,2024.0,2.0,0.9,,0,9.0
3021250241480,"13200 NW 1 CT, UNINCORPORATED COUNTY, FL 33168",33168.0,2.0,2025-05-08 00:00:00+00:00,2025.0,1.0,0.9,,0,14.0
3060180271180,"11375 SW 230 TER, UNINCORPORATED COUNTY, FL 33170",33170.0,1.0,2023-12-04 00:00:00+00:00,2023.0,3.0,0.9,,0,5.0
3031030111210,"1850 NW 91 ST, UNINCORPORATED COUNTY, FL 33147",33147.0,1.0,2025-11-21 00:00:00+00:00,2025.0,1.0,0.9,,0,4.0
3031160140480,"6811 NW 28 AVE, UNINCORPORATED COUNTY, FL 33147",33147.0,1.0,2024-11-19 00:00:00+00:00,2024.0,2.0,0.9,,0,4.0
3040130064240,"3130 SW 65 AVE, UNINCORPORATED COUNTY, FL 33155",33155.0,1.0,2024-11-14 00:00:00+00:00,2024.0,2.0,0.9,,0,24.0
3040200052230,"5365 SW 97 CT, UNINCORPORATED COUNTY, FL 33165",33165.0,1.0,2025-01-07 00:00:00+00:00,2025.0,1.0,0.9,2.0,0,18.0
3069270401610,"14561 SW 262 ST, UNINCORPORATED COUNTY, FL 33032",33032.0,1.0,2025-04-24 00:00:00+00:00,2025.0,1.0,0.9,,0,8.0
3020100170580,"8331 NW 185 ST, UNINCORPORATED COUNTY, FL 33015",33015.0,1.0,2024-04-11 00:00:00+00:00,2024.0,2.0,0.9,1.0,0,17.0
3079040100080,"28411 SW 148 AVE, UNINCORPORATED COUNTY, FL 33033",33033.0,1.0,2025-04-24 00:00:00+00:00,2025.0,1.0,0.9,,0,10.0
3050300121690,"11330 SW 153 ST, UNINCORPORATED COUNTY, FL 33157",33157.0,2.0,2025-05-05 00:00:00+00:00,2025.0,1.0,0.9,,0,21.0
3059210210850,"14151 SW 151 CT, UNINCORPORATED COUNTY, FL 33196",33196.0,1.0,2025-08-06 00:00:00+00:00,2025.0,1.0,0.9,,0,17.0
3049230320530,"13226 SW 45 LN, UNINCORPORATED COUNTY, FL 33175",33175.0,1.0,2024-02-02 00:00:00+00:00,2024.0,2.0,0.9,,0,9.0
3049220320090,"14201 SW 55 ST, UNINCORPORATED COUNTY, FL 33175",33175.0,1.0,2025-09-24 00:00:00+00:00,2025.0,1.0,0.9,,0,9.0
3031020250060,"9211 NW 13 CT, UNINCORPORATED COUNTY, FL 33147",33147.0,2.0,2025-07-15 00:00:00+00:00,2025.0,1.0,0.9,,0,4.0
3050290250230,"15920 SW 106 AVE, UNINCORPORATED COUNTY, FL 33157",33157.0,1.0,2024-01-09 00:00:00+00:00,2024.0,2.0,0.9,,0,21.0
3060180160840,"22503 SW 113 PL, UNINCORPORATED COUNTY, FL 33170",33170.0,1.0,2025-10-10 00:00:00+00:00,2025.0,1.0,0.9,,0,5.0
3079040090180,"29430 SW 154 CT, UNINCORPORATED COUNTY, FL 33033",33033.0,2.0,2024-10-09 00:00:00+00:00,2024.0,2.0,0.9,2.0,0,10.0
3059340080910,"14260 SW 171 TER, UNINCORPORATED COUNTY, FL 33177",33177.0,1.0,2024-07-10 00:00:00+00:00,2024.0,2.0,0.9,,0,12.0
3049200090250,"4264 SW 161 PL, UNINCORPORATED COUNTY, FL 33185",33185.0,1.0,2025-07-29 00:00:00+00:00,2025.0,1.0,0.9,,0,3.0
3049010011140,"551 SW 127 AVE, UNINCORPORATED COUNTY, FL 33184",33184.0,1.0,2024-04-05 00:00:00+00:00,2024.0,2.0,0.9,,0,2.0
3031100190091,"1850 NW 74 TER, UNINCORPORATED COUNTY, FL 33147",33147.0,1.0,2024-05-31 00:00:00+00:00,2024.0,2.0,0.9,2.0,0,4.0
3059030250200,"9103 SW 147 CT, UNINCORPORATED COUNTY, FL 33196",33196.0,1.0,2024-11-20 00:00:00+00:00,2024.0,2.0,0.9,,0,17.0
3049210080390,"14727 SW 42 TER, UNINCORPORATED COUNTY, FL 33185",33185.0,1.0,2024-04-05 00:00:00+00:00,2024.0,2.0,0.9,,0,3.0
3031150056250,"1812 NW 69 TER, UNINCORPORATED COUNTY, FL 33147",33147.0,2.0,2025-03-03 00:00:00+00:00,2025.0,1.0,0.9,,0,4.0
3021060320140,"5395 NW 190 ST, UNINCORPORATED COUNTY, FL 33055",33055.0,1.0,2024-08-07 00:00:00+00:00,2024.0,2.0,0.9,,0,9.0
3031040033409,"2820 NW 95 ST, UNINCORPORATED COUNTY, FL 33147",33147.0,1.0,2025-01-07 00:00:00+00:00,2025.0,1.0,0.9,,0,4.0
3040090140250,"9135 SW 21 TER, UNINCORPORATED COUNTY, FL 33165",33165.0,2.0,2024-04-01 00:00:00+00:00,2024.0,2.0,0.9,1.0,0,18.0
3031150140500,"1960 NW 55 ST, UNINCORPORATED COUNTY, FL 33142",33142.0,1.0,2024-07-14 00:00:00+00:00,2024.0,2.0,0.9,1.0,0,6.0
3060070010210,"21500 SW 109 CT, UNINCORPORATED COUNTY, FL 33189",33189.0,1.0,2025-06-02 00:00:00+00:00,2025.0,1.0,0.9,,0,15.0
3040030013425,"427 SW 78 CT, UNINCORPORATED COUNTY, FL 33144",33144.0,1.0,2024-12-24 00:00:00+00:00,2024.0,2.0,0.9,,0,7.0
3079030030340,"14355 SW 285 ST, UNINCORPORATED COUNTY, FL 33033",33033.0,1.0,2025-08-12 00:00:00+00:00,2025.0,1.0,0.9,,0,10.0
3068210000120,"23200 SW 212 AVE, UNINCORPORATED COUNTY, FL 33031",33031.0,2.0,2025-04-23 00:00:00+00:00,2025.0,1.0,0.9,2.0,0,3.0
3050160300770,"9545 SW 126 TER, UNINCORPORATED COUNTY, FL 33176",33176.0,1.0,2024-02-15 00:00:00+00:00,2024.0,2.0,0.9,,0,19.0
3031040030900,"2780 NW 97 ST, UNINCORPORATED COUNTY, FL 33147",33147.0,2.0,2024-10-04 00:00:00+00:00,2024.0,2.0,0.9,,0,4.0
3049230020610,"4950 SW 127 PL, UNINCORPORATED COUNTY, FL 33175",33175.0,3.0,2025-11-03 00:00:00+00:00,2025.0,1.0,0.9,,0,9.0
3059030321330,"9819 SW 145 PL, UNINCORPORATED COUNTY, FL 33186",33186.0,1.0,2025-01-30 00:00:00+00:00,2025.0,1.0,0.9,,0,22.0
3049150060050,"3606 SW 138 CT, UNINCORPORATED COUNTY, FL 33175",33175.0,1.0,2024-07-31 00:00:00+00:00,2024.0,2.0,0.9,,0,9.0
3049100040140,"13710 SW 18 TER, UNINCORPORATED COUNTY, FL 33175",33175.0,1.0,2025-06-19 00:00:00+00:00,2025.0,1.0,0.9,,0,9.0
3020030310480,"7750 NW 194 ST, UNINCORPORATED COUNTY, FL 33015",33015.0,1.0,2024-04-08 00:00:00+00:00,2024.0,2.0,0.9,1.0,0,17.0
3079040042880,"15300 HARDING LN, UNINCORPORATED COUNTY, FL 33033",33033.0,1.0,2024-05-07 00:00:00+00:00,2024.0,2.0,0.9,2.0,0,10.0
3021130030530,"650 NW 153 ST, UNINCORPORATED COUNTY, FL 33169",33169.0,1.0,2024-06-22 00:00:00+00:00,2024.0,2.0,0.9,2.0,0,8.0
3060190084280,"23812 SW 108 AVE, UNINCORPORATED COUNTY, FL 33032",33032.0,1.0,2025-05-08 00:00:00+00:00,2025.0,1.0,0.9,,0,8.0
3059360055970,"17520 SW 121 AVE, UNINCORPORATED COUNTY, FL 33177",33177.0,1.0,2024-12-12 00:00:00+00:00,2024.0,2.0,0.9,,0,12.0
3040130120960,"6040 SW 29 ST, UNINCORPORATED COUNTY, FL 33155",33155.0,1.0,2024-06-18 00:00:00+00:00,2024.0,2.0,0.9,,0,24.0
3020120072490,"17319 NW 63 CT, UNINCORPORATED COUNTY, FL 33015",33015.0,1.0,2024-04-02 00:00:00+00:00,2024.0,2.0,0.9,,0,17.0
3020120030600,"17348 NW 61 CT, UNINCORPORATED COUNTY, FL 33015",33015.0,3.0,2024-07-24 00:00:00+00:00,2024.0,2.0,0.9,,0,17.0
3039520342000,"12910 NW 8 ST, UNINCORPORATED COUNTY, FL 33182",33182.0,1.0,2024-02-14 00:00:00+00:00,2024.0,2.0,0.9,,0,6.0
3059090090630,"10510 SW 153 CT 7, UNINCORPORATED COUNTY, FL 33196",33196.0,1.0,2024-02-14 00:00:00+00:00,2024.0,2.0,0.9,1.0,0,17.0
3049290031790,"15895 SW 68 TER, UNINCORPORATED COUNTY, FL 33193",33193.0,1.0,2024-05-08 00:00:00+00:00,2024.0,2.0,0.9,,0,5.0
3059270160230,"14415 SW 167 TER, UNINCORPORATED COUNTY, FL 33177",33177.0,1.0,2025-05-19 00:00:00+00:00,2025.0,1.0,0.9,,0,12.0
3040200052860,"10035 SW 49 ST, UNINCORPORATED COUNTY, FL 33165",33165.0,1.0,2025-07-16 00:00:00+00:00,2025.0,1.0,0.9,1.0,0,18.0
3079080170250,"15705 SW 297 TER, UNINCORPORATED COUNTY, FL 33033",33033.0,1.0,2024-10-22 00:00:00+00:00,2024.0,2.0,0.9,,0,10.0
3040280290230,"9310 SW 69 ST, UNINCORPORATED COUNTY, FL 33173",33173.0,1.0,2024-08-22 00:00:00+00:00,2024.0,2.0,0.9,,0,4.0
3079030130190,"28127 SW 142 CT, UNINCORPORATED COUNTY, FL 33033",33033.0,1.0,2025-09-11 00:00:00+00:00,2025.0,1.0,0.9,,0,10.0
3049220012980,"13761 SW 49 ST, UNINCORPORATED COUNTY, FL 33175",33175.0,1.0,2025-11-17 00:00:00+00:00,2025.0,1.0,0.9,,0,9.0
3049330051040,"8449 SW 148 PL, UNINCORPORATED COUNTY, FL 33193",33193.0,1.0,2024-10-25 00:00:00+00:00,2024.0,2.0,0.9,,0,5.0
3049130160680,"3130 SW 118 CT, UNINCORPORATED COUNTY, FL 33175",33175.0,1.0,2024-11-05 00:00:00+00:00,2024.0,2.0,0.9,,0,9.0
3059210060330,"15001 SW 150 CT, UNINCORPORATED COUNTY, FL 33196",33196.0,1.0,2024-04-30 00:00:00+00:00,2024.0,2.0,0.9,1.0,0,17.0
3068160001820,"22801 SW 214 AVE, UNINCORPORATED COUNTY, FL 33170",33170.0,1.0,2024-02-12 00:00:00+00:00,2024.0,2.0,0.9,5.0,0,5.0
3030550910060,"1012 NW 102 PL, UNINCORPORATED COUNTY, FL 33172",33172.0,2.0,2023-12-19 00:00:00+00:00,2023.0,3.0,0.9,,0,2.0
3040100370080,"7820 SW 21 ST, UNINCORPORATED COUNTY, FL 33155",33155.0,2.0,2025-03-26 00:00:00+00:00,2025.0,1.0,0.9,,0,24.0
3040130183530,"3910 SW 60 PL, UNINCORPORATED COUNTY, FL 33155",33155.0,1.0,2024-04-23 00:00:00+00:00,2024.0,2.0,0.9,,0,24.0
3031100282060,"2265 NW 73 ST, UNINCORPORATED COUNTY, FL 33147",33147.0,1.0,2024-02-08 00:00:00+00:00,2024.0,2.0,0.9,,0,4.0
3079030070290,"14521 SW 294 ST, UNINCORPORATED COUNTY, FL 33033",33033.0,1.0,2025-09-04 00:00:00+00:00,2025.0,1.0,0.9,,0,10.0
3050190152100,"11453 SW 150 DR, UNINCORPORATED COUNTY, FL 33176",33176.0,1.0,2024-04-21 00:00:00+00:00,2024.0,2.0,0.9,,0,19.0
3040170150180,"3340 SW 97 AVE, UNINCORPORATED COUNTY, FL 33165",33165.0,1.0,2025-01-27 00:00:00+00:00,2025.0,1.0,0.9,,0,18.0
3059360057300,"12002 SW 176 TER, UNINCORPORATED COUNTY, FL 33177",33177.0,1.0,2024-10-01 00:00:00+00:00,2024.0,2.0,0.9,,0,12.0
3021230320270,"1431 NW 137 ST, UNINCORPORATED COUNTY, FL 33167",33167.0,1.0,2025-01-09 00:00:00+00:00,2025.0,1.0,0.9,,0,1.0
3069230041580,"13163 SW 245 ST, UNINCORPORATED COUNTY, FL 33032",33032.0,1.0,2025-02-28 00:00:00+00:00,2025.0,1.0,0.9,,0,8.0
3059100360390,"11714 SW 144 CT, UNINCORPORATED COUNTY, FL 33186",33186.0,1.0,2024-04-24 00:00:00+00:00,2024.0,2.0,0.9,,0,22.0
3040040640300,"441 SW 88 CT, UNINCORPORATED COUNTY, FL 33174",33174.0,1.0,2024-02-20 00:00:00+00:00,2024.0,2.0,0.9,,0,5.0
3040310000200,"8655 SW 109 AVE, UNINCORPORATED COUNTY, FL 33176",33176.0,1.0,2024-02-22 00:00:00+00:00,2024.0,2.0,0.9,31.0,0,19.0
3059020050710,"9824 SW 134 CT, UNINCORPORATED COUNTY, FL 33186",33186.0,2.0,2024-03-01 00:00:00+00:00,2024.0,2.0,0.9,,0,22.0
3020120070420,"6325 NW 180 TER, UNINCORPORATED COUNTY, FL 33015",33015.0,1.0,2025-10-08 00:00:00+00:00,2025.0,1.0,0.9,,0,17.0
3049140013210,"3831 SW 130 AVE, UNINCORPORATED COUNTY, FL 33175",33175.0,1.0,2024-04-12 00:00:00+00:00,2024.0,2.0,0.9,4.0,0,9.0
3049210050170,"5436 SW 153 AVENUE RD, UNINCORPORATED COUNTY, FL 33185",33185.0,1.0,2025-07-10 00:00:00+00:00,2025.0,1.0,0.9,,0,3.0
3040110041690,"1220 SW 73 PL, UNINCORPORATED COUNTY, FL 33144",33144.0,1.0,2025-07-30 00:00:00+00:00,2025.0,1.0,0.9,2.0,0,7.0
3049240012042,"11985 SW 51 ST, UNINCORPORATED COUNTY, FL 33175",33175.0,1.0,2024-05-28 00:00:00+00:00,2024.0,2.0,0.9,,0,9.0
3059040560630,"9745 SW 155 CT, UNINCORPORATED COUNTY, FL 33196",33196.0,1.0,2024-09-22 00:00:00+00:00,2024.0,2.0,0.9,,0,17.0
3059340200710,"17543 SW 142 CT, UNINCORPORATED COUNTY, FL 33177",33177.0,1.0,2024-01-23 00:00:00+00:00,2024.0,2.0,0.9,,0,12.0
3069010100780,"19703 SW 119 CT, UNINCORPORATED COUNTY, FL 33177",33177.0,1.0,2024-05-13 00:00:00+00:00,2024.0,2.0,0.9,,0,12.0
3020100190010,"18501 NW 84 CT, UNINCORPORATED COUNTY, FL 33015",33015.0,1.0,2024-01-09 00:00:00+00:00,2024.0,2.0,0.9,1.0,0,17.0
3021330023790,"10425 NW 35 AVE, UNINCORPORATED COUNTY, FL 33147",33147.0,1.0,2024-06-27 00:00:00+00:00,2024.0,2.0,0.9,1.0,0,4.0
3022180011050,"15565 NE 5 AVE, UNINCORPORATED COUNTY, FL 33162",33162.0,1.0,2024-01-25 00:00:00+00:00,2024.0,2.0,0.9,,0,2.0
3059100110490,"14343 SW 107 TER, UNINCORPORATED COUNTY, FL 33186",33186.0,1.0,2023-12-20 00:00:00+00:00,2023.0,3.0,0.9,,0,22.0
3049280220190,"15321 SW 59 ST, UNINCORPORATED COUNTY, FL 33193",33193.0,1.0,2024-08-05 00:00:00+00:00,2024.0,2.0,0.9,,0,5.0
3078110000141,"30605 RICHARD RD, UNINCORPORATED COUNTY, FL 33030",33030.0,1.0,2024-05-31 00:00:00+00:00,2024.0,2.0,0.9,,0,9.0
3050030290150,"9030 SW 78 CT, UNINCORPORATED COUNTY, FL 33156",33156.0,1.0,2024-08-20 00:00:00+00:00,2024.0,2.0,0.9,,0,14.0
3031280112082,"3005 NW 31 AVE, UNINCORPORATED COUNTY, FL 33142",33142.0,1.0,2024-11-22 00:00:00+00:00,2024.0,2.0,0.9,1.0,0,6.0
3049220331330,"14465 SW 50 ST, UNINCORPORATED COUNTY, FL 33175",33175.0,1.0,2025-07-03 00:00:00+00:00,2025.0,1.0,0.9,,0,9.0
3068290000363,"22295 SW 260 ST, UNINCORPORATED COUNTY, FL 33031",33031.0,1.0,2025-04-21 00:00:00+00:00,2025.0,1.0,0.9,,0,3.0
3059230180420,"13366 SW 144 TER, UNINCORPORATED COUNTY, FL 33186",33186.0,1.0,2025-07-22 00:00:00+00:00,2025.0,1.0,0.9,,0,22.0
3021360180930,"270 NW 110 ST, UNINCORPORATED COUNTY, FL 33168",33168.0,1.0,2024-01-08 00:00:00+00:00,2024.0,2.0,0.9,,0,14.0
3040150140060,"8250 SW 38 ST, UNINCORPORATED COUNTY, FL 33155",33155.0,1.0,2025-01-22 00:00:00+00:00,2025.0,1.0,0.9,,0,24.0
3059240180700,"12232 SW 148 ST, UNINCORPORATED COUNTY, FL 33186",33186.0,1.0,2024-02-05 00:00:00+00:00,2024.0,2.0,0.9,,0,22.0
3050170220010,"13243 SW 103 PL, UNINCORPORATED COUNTY, FL 33176",33176.0,1.0,2024-03-18 00:00:00+00:00,2024.0,2.0,0.9,,0,19.0
3031100160090,"8625 NW 24 AVE, UNINCORPORATED COUNTY, FL 33147",33147.0,1.0,2025-04-24 00:00:00+00:00,2025.0,1.0,0.9,3.0,0,4.0
3059330400040,"17962 SW 149 CT, UNINCORPORATED COUNTY, FL 33187",33187.0,2.0,2025-05-23 00:00:00+00:00,2025.0,1.0,0.9,,0,15.0
3059090090530,"10515 SW 153 CT 5, UNINCORPORATED COUNTY, FL 33196",33196.0,1.0,2024-04-23 00:00:00+00:00,2024.0,2.0,0.9,,0,17.0
3040170031340,"9961 SW 39 TER, UNINCORPORATED COUNTY, FL 33165",33165.0,1.0,2025-07-18 00:00:00+00:00,2025.0,1.0,0.9,1.0,0,18.0
3060060012640,"11742 SW 188 TER, UNINCORPORATED COUNTY, FL 33177",33177.0,1.0,2024-09-18 00:00:00+00:00,2024.0,2.0,0.9,,0,12.0
3050190141040,"14143 SW 110 AVE, UNINCORPORATED COUNTY, FL 33176",33176.0,1.0,2024-09-10 00:00:00+00:00,2024.0,2.0,0.9,3.0,0,19.0
3040040680630,"8806 SW 6 ST, UNINCORPORATED COUNTY, FL 33174",33174.0,1.0,2024-07-11 00:00:00+00:00,2024.0,2.0,0.9,,0,5.0
3049130110190,"12540 SW 33 ST, UNINCORPORATED COUNTY, FL 33175",33175.0,1.0,2024-08-28 00:00:00+00:00,2024.0,2.0,0.9,,0,9.0
3040130064400,"6551 SW 32 ST, UNINCORPORATED COUNTY, FL 33155",33155.0,1.0,2023-12-03 00:00:00+00:00,2023.0,3.0,0.9,,0,24.0
3040110220230,"925 SW 75 AVE, UNINCORPORATED COUNTY, FL 33144",33144.0,1.0,2024-02-02 00:00:00+00:00,2024.0,2.0,0.9,2.0,0,7.0
3050190010110,"14281 POLK ST, UNINCORPORATED COUNTY, FL 33176",33176.0,1.0,2024-05-21 00:00:00+00:00,2024.0,2.0,0.9,,0,19.0
3050170040160,"13550 SW 100 CT, UNINCORPORATED COUNTY, FL 33176",33176.0,1.0,2024-09-20 00:00:00+00:00,2024.0,2.0,0.9,,0,19.0
3059360042310,"12620 SW 188 TER, UNINCORPORATED COUNTY, FL 33177",33177.0,2.0,2025-09-11 00:00:00+00:00,2025.0,1.0,0.9,1.0,0,12.0
3040340360550,"8503 SW 83 ST, UNINCORPORATED COUNTY, FL 33143",33143.0,1.0,2025-04-11 00:00:00+00:00,2025.0,1.0,0.9,,0,4.0
3049220040930,"4545 SW 140 CT, UNINCORPORATED COUNTY, FL 33175",33175.0,1.0,2024-02-23 00:00:00+00:00,2024.0,2.0,0.9,,0,9.0
3020030240100,"19651 NW 82 CT, UNINCORPORATED COUNTY, FL 33015",33015.0,1.0,2025-09-29 00:00:00+00:00,2025.0,1.0,0.9,,0,17.0
3040110060300,"7270 SW 15 ST, UNINCORPORATED COUNTY, FL 33144",33144.0,2.0,2024-10-14 00:00:00+00:00,2024.0,2.0,0.9,2.0,0,7.0
3059280051410,"15920 SW 155 AVE, UNINCORPORATED COUNTY, FL 33187",33187.0,1.0,2023-12-13 00:00:00+00:00,2023.0,3.0,0.9,,0,15.0
3049260061030,"6817 SW 127 CT, UNINCORPORATED COUNTY, FL 33183",33183.0,1.0,2024-01-24 00:00:00+00:00,2024.0,2.0,0.9,,0,11.0
3059270251120,"16075 SW 137 CT, UNINCORPORATED COUNTY, FL 33177",33177.0,1.0,2025-09-02 00:00:00+00:00,2025.0,1.0,0.9,,0,12.0
3049350022830,"7852 SW 128 PL, UNINCORPORATED COUNTY, FL 33183",33183.0,1.0,2025-04-02 00:00:00+00:00,2025.0,1.0,0.9,,0,11.0
3040320210010,"10571 SW 77 TER, UNINCORPORATED COUNTY, FL 33173",33173.0,1.0,2025-05-19 00:00:00+00:00,2025.0,1.0,0.9,,0,4.0
